lesson	page	czech	english
9	74	postava [f]	figure
9	74	skoro	almost
9	74	tmavý	dark
9	75	hned	now
9	75	kartička dimin. [f]	card
9	75	nedávno	recently
9	75	objednat pf.	order
9	75	pacient, pacientka [ma]	patient
9	75	pojištění [n]	insurance
9	75	teplota [f]	temperature
9	75	viróza [f]	flu
9	75	vitamín [mi]	vitamin
9	75	zdravotní sestra	nurse
9	76	alergie [f]	allergy
9	76	cukrovka [f]	diabetes
9	76	diabetes [mi]	diabetes
9	76	horečka [f]	fever
9	76	chřipka [f]	flu
9	76	kašel [mi]	cough
9	76	lék [mi]	medicine
9	76	migréna [f]	migraine
9	76	průjem [mi]	diarrhea
9	76	pyl [mi]	pollen
9	76	zlomený	broken
9	77	antibiotikum [n]	antibiotic
9	77	apendicitida [f]	appendicitis
9	77	bronchitida [f]	bronchitis
9	77	kontrola [f]	check
9	77	lehnout* si, lehnu si pf.	lie down
9	77	pořádek [mi]	order
9	77	recept	1. recipe 2. prescription
9	77	sanitka [f]	ambulance
9	77	slavit	celebrate
9	77	svléknout se, svléknu se pf.	take off one’s clothes, undress
9	77	takový	such
9	77	těžký	heavy, hard, bad
9	77	Vánoce only pl.	Christmas
9	77	ven	out
9	77	zvýšený	increased, higher
9	78	akutní	urgent
9	78	alergologie [f]	allergology
9	78	bavit	be fun
9	78	dorost [mi]	youth
9	78	dospělý	adult
9	78	chirurgie [f]	surgery
9	78	literatura [f]	literature
9	78	neurologie [f]	neurology
9	78	objednaný	have an appointment
9	78	objekt [mi]	object
9	78	očař coll., očařka coll. [ma]	eye doctor
9	78	oční	eye
9	78	operace [f]	operation
9	78	operovat	operate
9	78	ordinace [f]	doctor‘s office
9	78	plánovaný	planned
9	78	pohotovost [f]	emergency room
9	78	poliklinika [f]	clinic
9	78	pouze	only
9	78	praktický	practical
9	78	předmět [mi]	subject
9	78	případ [mi]	case
9	78	střed [mi]	center
9	78	zajímat	be interesting
9	78	zubař coll., zubařka	dentist
9	78	zubní	dental
9	79	antidepresivum [n]	antidepressant
9	79	antikoncepce [f]	birth control
9	79	bez	without
9	79	diskrétní	discrete
9	79	hotově	in cash
9	79	jednotlivě	individually
9	79	kapka [f]	drop
9	79	krém [mi]	cream
9	79	léčit	treat
9	79	lékárník, lékárnice [ma]	pharmacist
9	79	náplast [f]	band aid
9	79	návod [mi]	instructions
9	79	nosní kapky	nose drops
9	79	obvaz [mi]	bandage
9	79	opalování [n]	tanning
9	79	přistupovat	approach
9	79	sirup [mi]	syrup
9	79	spaní [n]	sleeping
9	79	tablet [mi]	tablet
9	79	výdej [mi]	pick-up
9	79	zadat pf.	assignzmáčknout*, zmáčknu press
9	79	zóna [f]	zone
10	81	běhat	run
10	81	dálnice [f]	highway
10	81	drogerie [f]	drugstore
10	81	elektřina [f]	electricity
10	81	fungovat	work, function
10	81	kluk [ma]	boy
10	81	kolem	around
10	81	kousek [mi]	piece, bit
10	81	krásně	beautifully
10	81	letenka [f]	airticket
10	81	mezi	between
10	81	nad	above
10	81	naplánovat pf.	plan, schedule
10	81	nedaleko	near
10	81	pod	under
10	81	potravina [f]	food
10	81	přestěhovat se pf.	move
10	81	příjemný	pleasant
10	81	silnice [f]	road
10	81	soused, sousedka [ma]	neighbor
10	81	strašný	terrible
10	81	štěkat	bark
10	81	topení [n]	heating
10	81	vedle	next to
10	81	vzduch [mi]	air
10	81	zažít*, zažiju pf.	experience
10	82	atd.	etc
10	82	kašna [f]	fountain
10	83	cestovní	travel
10	83	cestovní kancelář	travel agency
10	83	festival [mi]	festival
10	83	gratulovat	congratulate
10	83	Island [mi]	Iceland
10	83	maximálně	at the most, no more than
10	83	navíc	in addition
10	83	příště	next time
10	83	rehabilitace [f]	rehabilitation
10	83	rozbít*, rozbiju pf.	break
10	83	rozbít* se, rozbije se pf.	break, it‘ll break
10	83	super	super
10	84	cukrárna [f]	cake shop
10	84	knihovna [f]	bookshelf, library
10	84	podoba [f]	form
10	84	poradit pf.	advise
10	84	slunce [n]	sun
10	84	teplo [n]	warm
10	85	bolest [f]	pain
10	85	elektrárna [f]	power plant
10	85	jogurt [mi]	yoghurt
10	85	knihkupectví [n]	bookstore
10	85	knížka [f]	book
10	85	kopírka [f]	photocopier
10	85	květinářství [n]	florist
10	85	málokdy	rarely
10	85	máslo [n]	butter
10	85	mobilní	mobile
10	85	optika [f]	optician
10	85	papírnictví [n]	stationery shop
10	85	tamhle	over there
10	85	vypnout*, vypnu pf.	turn off
10	86	domluvit se pf.	1. agree, arrange 2. get by
10	86	státní	state
10	86	stihnout*, stihnu pf.	catch, manage
10	86	svátek [mi]	1. (public) holiday 2. name’s day
10	86	vadit	mind
10	86	vzniknout*, vznikne pf.	arise, originate
10	86	zajít* si, zajdu si pf.	go
10	87	chyba [f]	error, mistake
10	87	křižovatka [f]	crossroads
10	87	nastoupit pf.	board
10	87	nastupovat	board, get on
10	87	přestoupit pf.	change
10	87	přestupovat	change (trains)
10	87	vystoupit pf.	1. get off 2. perform
10	87	vystupovat	get out
10	87	vysvětlit pf.	explain
10	87	zahnout*, zahnu pf.	turn
11	89	bruslit	skate
11	89	cestování [n]	travel
11	89	domino [n]	dominoend
11	89	dramatický	dramatic
11	89	foťák coll. [mi]	camera
11	89	fotka coll. [f]	photo
11	89	horko [n]	hot
11	89	jižní	southern
11	89	komplikace [f]	complication
11	89	kufr [mi]	suitcase
11	89	loď [f]	ship
11	89	místní	local
11	89	mořský	marine, sea
11	89	nabíječka [f]	charger
11	89	naštěstí	fortunately
11	89	Neapol [f]	Naples
11	89	nemoc [f]	disease
11	89	oblečení [n]	clothing
11	89	ochutnávat	taste
11	89	ostrov [mi]	island
11	89	památka [f]	monument
11	89	pizza [f]	pizza
11	89	Pompeje [f]	Pompeii
11	89	posílat	send
11	89	potápět se	dive
11	89	pozdrav [mi]	greeting
11	89	při	during
11	89	přiletět pf.	arrive (by plane)
11	89	půjčit pf.	lend
11	89	sáňkovat	sled
11	89	selfie [f]	selfie
11	89	suvenýr [mi]	souvenir
11	89	špagety pl.	spaghetti
11	89	ujet*, ujedu pf.	leave
11	89	uletět pf.	fly away
11	89	vlna [f]	wave, wool
11	89	zavřený	closed
11	90	fitko coll. [n]	fitness center
11	90	hele	look, hey
11	90	létat	fly
11	90	nosit	wear
11	90	užít* si, užiju si pf.	enjoy
11	90	vhodný	suitable
11	91	atmosféra [f]	atmosphere
11	91	batoh [mi]	backpack
11	91	bon [mi]	special voucher
11	91	bývalý	ex
11	91	Dalmácie [f]	Dalmatia
11	91	exotický	exotic
11	91	gril [mi]	grill
11	91	grilovat	grill, broil, barbecue
11	91	hřiště [n]	playground
11	91	chalupa [f]	cottage
11	91	Chorvatsko [n]	Croatia
11	91	ideální	ideal
11	91	Jugoslávie [f]	Yugoslavia
11	91	Krkonoše [f]	The Giant Mountains
11	91	letos	this year
11	91	milovat	love
11	91	milý	nice
11	91	nabídka [f]	offer
11	91	nabízet	offer
11	91	nádherný	splendid
11	91	oblázkový	pebbly
11	91	písečný	sandy
11	91	pobřeží [n]	coast
11	91	pobyt [mi]	stay
11	91	poloha [f]	position
11	91	procestovat pf.	explore, travel through
11	91	projet*, projedu pf.	drive through
11	91	přátelský	friendly
11	91	přes	through
11	91	revoluce [f]	revolution
11	91	stejně	anyway, as well, same
11	91	Šumava [f]	Bohemian Forest
11	91	Thajsko [n]	Thailand
11	91	vloni	last year
11	91	vrátit se pf.	return
11	91	výhodný	advantageous
11	92	častý	frequent
11	92	nástupiště [n]	platform
11	92	odejít*, odejdu pf.	leave
11	92	odjet*, odjedu pf.	leave
11	92	odjezd [mi]	departure
11	92	odletět pf.	fly away
11	92	Paříž [f]	Paris
11	92	přicházet	come
11	92	přijíždět	arrive
11	92	Varšava [f]	Warsaw
11	92	zpáteční	return
11	92	zpoždění [n]	delay
11	93	čekárna [f]	waiting room
11	93	nález [mi]	finding
11	93	nástup [mi]	boarding
11	93	odlet [mi]	departure
11	93	podejít*, podejdu pf.	pass beneath
11	93	podchod [mi]	subway
11	93	pokladna [f]	checkout
11	93	přechod [mi]	crossing
11	93	přejít*, přejdu pf.	go over
11	93	přestup [mi]	transfer
11	93	příjezd [mi]	arrival
11	93	přílet [mi]	arrival
11	93	úschovna [f]	luggage room
11	93	vejít*, vejdu pf.	walk in
11	93	vchod [mi]	entrance
11	93	východ [mi]	exit
11	93	vyjít*, vyjdu pf.	come out
11	93	výstup [mi]	exit
11	93	zavazadlo [n]	luggage
11	93	ztráta [f]	loss
11	93	ztráty a nálezy pl.	lost and found
11	94	bezpečný	safe
11	94	bláto [n]	mud
11	94	kopec [mi]	hill
11	94	legrační	funny
11	94	nikdo	no one
11	94	riskantní	risky
11	94	rychle	fastřidičský průkaz, řidičák driver‘s license
11	94	teprve	only
11	94	umýt*, umyju pf.	wash
11	94	zabít*, zabiju pf.	kill
11	95	baterie [f]	battery
11	95	cizinec, cizinka [ma]	foreigner, stranger
11	95	dokument [mi]	document
11	95	důležitý	important
11	95	kreditní	credit
11	95	nabít*, nabiju pf.	charge
11	95	peněženka [f]	wallet
11	95	rychlík [mi]	express train
11	95	taška [f]	bag
11	95	ukrást*, ukradnu pf.	steal
11	95	věc [f]	thing
11	95	zaspat, zaspím pf.	oversleep
12	97	aby	in order to
12	97	barevný	colored
12	97	beránek [ma]	lamb-shaped cake
12	97	bohoslužba [f]	(church) service
12	97	Boží hod	Christmas Day (25th December)
12	97	cukroví [n]	candy, cookies
12	97	dárek [mi]	gift
12	97	dostávat	get, recieve
12	97	hod	feast
12	97	chlebíček [mi]	sandwich
12	97	jednohubka [f]	canapé
12	97	Ježíšek [ma]	Jesus Child
12	97	kalendář [mi]	calendar
12	97	katolický	Catholic
12	97	koleda [f]	carol
12	97	křesťanský	Christian
12	97	mazanec [mi]	scone
12	97	mrskat	whip
12	97	nedělní	Sunday
12	97	ohňostroj [mi]	fireworks
12	97	oslava [f]	celebration
12	97	pečivo [n]	pastry
12	97	předtím	before
12	97	půlnoc [f]	midnight
12	97	půlnoční	midnight
12	97	rybí	fish
12	97	Silvestr [ma]	New year‘s Eve
12	97	sladký	sweet
12	97	stromeček dimin. [mi]	tree
12	97	symbolizovat	symbolize
12	97	šampaňské [n]	champagne
12	97	štědrý	generous
12	97	Štědrý den	Christmas Day, Dec 24th
12	97	tradičně	traditionally
12	97	vajíčko [n]	egg
12	97	Velikonoce only pl.	Easter
12	97	velikonoční	easter
12	97	věřit	trust, believe
12	97	významný	significant
12	97	začátek [mi]	beginning
12	97	zdobit	decorate
12	97	zpívat	sing
12	98	oslavit pf.	celebrate
12	98	patřit	belong
12	98	pohřeb [mi]	funeral
12	98	přát*, přeju	wishsympathy.)
12	98	tygr [ma]	tiger
12	98	Upřímnou soustrast.	With deepest sympathy.
12	99	blížit se	approach
12	99	hotový	done
12	99	luxovat	vacuum
12	99	mýt*, myju	wash
12	99	nádobí [n]	dishes
12	99	nakoupit pf.	buy, shop
12	99	okno [n]	window
12	99	péct*, peču	bake, roast
12	99	pořádně	properly
12	99	prádlo [n]	laundry
12	99	prach [mi]	dust
12	99	prát*, peru	wash
12	99	seznam [mi]	list
12	99	úklid [mi]	cleaning
12	99	uklidit pf.	clean up
12	99	upéct*, upeču pf.	bake, roast
12	99	utírat	wipe
12	99	utřít*, utřu pf.	wipe
12	99	vánoční	christmas
12	99	vyluxovat pf.	vacuum
12	99	vyprat*, vyperu pf.	wash
12	99	zasloužit si	deserve
12	100	dopis [mi]	letter
12	100	uvařit pf.	cook
12	101	kytka coll. [f]	flower, plant
12	101	malovat	paint
12	101	opravit pf.	correct, fix, repair
12	101	opravovat	fix
12	101	podlaha [f]	floor
12	101	svetr [mi]	sweater
12	101	vymalovat pf.	paint
12	101	vytřít*, vytřu pf.	mop
12	101	zalévat	water
12	101	zalít*, zaliju pf.	water
12	101	zamést*, zametu pf.	sweep
12	102	jablko [n]	apple
12	102	koukat coll.	watch
12	102	krájet	slice, chop
12	102	lít*, liju	pour
12	102	mockrát	many times
12	102	olovo [n]	lead
12	102	pohádka [f]	fairy tale
12	102	rozdat pf.	give out
12	102	řízek [mi]	steak, schnitzel
12	102	snít	dream
12	102	tradice [f]	tradition
12	102	trávit	spend
12	102	vánočka [f]	christmas cake
12	102	vymyslet pf.	invent
12	102	zbytečný	unnecessary
12	103	bábovka [f]	sponge cake
12	103	chléb [mi]	bread
12	103	jarní	spring
12	103	jé	gee, oops, wow
12	103	kosmetika [f]	cosmetics
12	103	manikúra [f]	manicureperfekcionista,
12	103	pořádný	good, thorough
12	103	takhle	this way
12	103	všude	everywhere
12	103	vždyť	but, after all
12	103	začít*, začnu pf.	start
13	105	dnešní	today‘s
13	105	esej [f]	essay
13	105	chovat	breed
13	105	kdyby	ifkouknout se*, kouknu have a look
13	105	místo	instead of
13	105	možný	possible
13	105	obvyklý	usual
13	105	odborně	professionally
13	105	odkládat	postpone
13	105	pocit [mi]	feeling
13	105	prokrastinace [f]	procrastination
13	105	přání [n]	wishes
13	105	přísloví [n]	proverb
13	105	psycholog, psycholožka [ma]	psychologist
13	105	rychlý	quick
13	105	seriál [mi]	series
13	105	spousta [f]	lot
13	105	stěžovat si	complain
13	105	stíhat	catch, manage
13	105	tempo [n]	pace
13	105	tendence [f]	tendency
13	105	tolik	so much
13	105	učení [n]	learning
13	105	vlastnost [f]	property, quality
13	105	vymlouvat se	make excuses
13	105	výmluva [f]	excuse
13	105	zdvořile	politely
13	105	životní	life
13	106	držet	keep
13	106	kouřit	smoke
13	106	přestat*, přestanu pf.	stop
13	106	utrácet	spend
13	106	vůle [f]	will
13	106	vypínat	turn off
13	106	zapínat	turn on
13	106	zapnout*, zapnu pf.	1. turn on 2. zip up
13	106	zdravě	healthy
13	107	hořet	burn
13	107	pršet	rain
13	107	přemýšlet	think
13	107	servis [mi]	service
13	107	zachránit pf.	save
13	108	autorádio [n]	car radio
13	108	mechanik [ma]	mechanic
13	108	motor [mi]	engine
13	108	najednou	suddenly
13	108	nikde	nowhere
13	108	odtáhnout*, odtáhnu pf.	pull away
13	108	opačný	opposite
13	108	oprava [f]	repair
13	108	protestovat	protest
13	108	pryč	away
13	108	přeložit pf.	translate
13	108	příběh [mi]	story
13	108	rozbitý	broken
13	108	smát* se, směju se	laugh
13	108	tma [f]	darkness
13	108	zamilovaný	in love
13	108	zatelefonovat pf.	make a phone call
13	108	žádný	none
13	109	bota [f]	shoe, boot
13	109	konvence [f]	convention
13	109	mlaskat	smack one‘s lips
13	109	mnoho	many
13	109	národ [mi]	nation
13	109	než	than
13	109	nůž [mi]	knife
13	109	oslovovat	address
13	109	pracovní	working
13	109	překvapit pf.	surprise
13	109	přímo	directly
13	109	přinést*, přinesu pf.	bring
13	109	situace [f]	situation
13	109	srkat	sip
13	109	sundat	take off
13	109	šokovat	shock
13	109	včas	in time
13	109	vidlička [f]	forkadress
13	109	zvyk [mi]	habit
13	110	zdvořilý	polite
13	111	egoistický	selfish
13	111	hloupý	stupid
13	111	kvalita [f]	quality
13	111	líný	lazy
13	111	pomáhat	help
13	111	považovat	consider
13	111	protivný	obnoxious
13	111	přísný	strict
13	111	sobecký	selfish
13	111	spolehlivý	reliable
13	111	sprostý	vulgar
13	111	statečný	brave
13	111	stupidní	stupid
13	111	šikovný	handy
13	111	vulgární	vulgar
13	111	zapomínat	forget
13	111	zapomnětlivý	forgetful
13	111	zdravit	greet
14	113	blýskat se	flash, lighten
14	113	bouřka [f]	storm
14	113	chladno	cold
14	113	jasno	clear
14	113	mlha [f]	fog
14	113	mokro [n]	wet
14	113	mrznout*, mrznu	freeze
14	113	slunečno [n]	sunny
14	113	sněžit	snow
14	113	sucho [n]	drought
14	113	vedro [n]	hot
14	113	vítr [mi]	wind
14	113	vzít* se, vezmeme se pf	get married, we‘ll get married
14	113	zatáhnout* se, zatáhne se pf.	get cloudy
14	114	dokonce	even
14	114	foukat	blow
14	114	fronta [f]	queue, front
14	114	hrozný	horrible
14	114	chladný	cold
14	114	klouzat*, kloužu	slide
14	114	lokálně	locally
14	114	místy	in some places
14	114	náledí [n]	ice
14	114	oblačno [n]	cloudy
14	114	očekávat	expect
14	114	polojasno [n]	partly cloudy skies
14	114	postupně	gradually
14	114	pravý	right
14	114	pronikat	penetrateproniknout*, proniknu
14	114	předpověď [f]	forecast
14	114	roční	annual
14	114	sever [mi]	North
14	114	sněžení [n]	snowfall
14	114	studený	cold
14	114	stupeň [mi]	degree
14	114	tropický	tropical
14	114	západ [mi]	West
14	114	západní	western
14	115	cibulový	onion
14	115	hlasitě	loud
14	115	hlasitý	loud
14	115	let [mi]	flight
14	115	levně	cheap
14	115	mladě	young
14	115	ovocný	fruity
14	115	smutně	sadly
14	115	unaveně	tired
14	116	anglický	English
14	116	blízký	close
14	116	cítit	feel
14	116	daleký	far
14	116	draze	dearly, expensive
14	116	francouzský	French
14	116	horký	hot
14	116	pomalu	slowly
14	116	šéf, šéfka [ma]	boss
14	116	tichý	quiet
14	116	tiše	quietly
14	117	dlouhý	long
14	117	dojem [mi]	impression
14	117	holka [f]	girl
14	117	chytrý	smart
14	117	skvěle	great
14	117	superlativ [mi]	superlative
14	117	svět [mi]	world
14	117	zhubnout, zhubnu pf.	lose weight
14	117	ztloustnout, ztloustnu	gain weight
14	118	centimetr [mi]	centimeter
14	118	Česko [n]	Czech Republic
14	118	emocionální	emotional
14	118	fyzika [f]	physics
14	118	hranice [f]	boundary, border
14	118	intuice [f]	intuition
14	118	komunikativní	communicative
14	118	kreativní	creative
14	118	matematika [f]	mathematics
14	118	mnohem	much
14	118	občas	sometimes
14	118	pečlivý	careful
14	118	pomalý	slow
14	118	povaha [f]	nature
14	118	rohlík [mi]	bread roll
14	118	sourozenec [ma]	sibling
14	118	sport [mi]	sport
14	118	systematický	systematic
14	118	talent [mi]	talent
14	118	tým [mi]	team
14	118	území [n]	territory
14	118	zajímavost [f]	interesting fact
14	118	základní	basic, primary
14	118	žertovat	joke
14	119	bunda [f]	jacket
14	119	cíl [mi]	target, aim
14	119	českomoravský	Bohemian-Moravian
14	119	doba [f]	time
14	119	exponát [mi]	exhibit
14	119	expozice [f]	exhibition
14	119	gigantický	gigantic
14	119	jediný	only, single
14	119	konat se	take place
14	119	kuriozita [f]	oddity
14	119	měřit	measure
14	119	miniaturní	miniature
14	119	motorka [f]	motorbike
14	119	návštěvník, návštěvnice [ma]	visitor
14	119	navštívit pf.	visit
14	119	objevit pf.	discover
14	119	obrovský	huge
14	119	obvod [mi]	perimeter
14	119	otvírací	opening
14	119	plast [mi]	plastic
14	119	poslední	last
14	119	prohlídka [f]	tour
14	119	rekord [mi]	record
14	119	ručička dimin. [f]	hand
14	119	rychlost [f]	speed
14	119	senior, seniorka [ma]	senior
14	119	schránka [f]	clipboard
14	119	skupinový	group
14	119	střední	medium, middle
14	119	šála [f]	scarf
14	119	tu	here
14	119	turistický	tourist
14	119	tužka [f]	pencil
14	119	uslyšet pf.	hear
14	119	uvidět pf.	see
14	119	uvnitř	inside
14	119	viset	hang
14	119	vstup [mi]	entrance, entry
14	119	vstupné [n]	admission
14	119	vysočina [f]	highlands
14	119	vystavený	displayed
14	119	zkrátka	in short
15	121	komunikace [f]	communication
15	121	obsadit pf.	occupy
15	121	omyl [mi]	mistake, wrong number
15	121	pevná linka	land line
15	121	profil [mi]	profile
15	121	rušit	disturb
15	121	síť [f]	network
15	121	skončit pf.	end up
15	121	služba [f]	service
15	121	sociální	social
15	121	Škoda [f]	Škoda car
15	121	technika [f]	technique
15	121	vzkaz [mi]	message
15	122	kus [mi]	piece
15	122	myslet	think
15	122	prozvonit	ring
15	122	styl [mi]	style
15	122	vážený	dear
15	123	bankovnictví [n]	banking
15	123	blog [mi]	blog
15	123	blogovat pf.+impf.	blog
15	123	bod [mi]	point
15	123	existovat	exist
15	123	googlit [mi]	google
15	123	googlovat	google
15	123	klikat	click
15	123	kliknout*, kliknu pf.	clickobléknout* se, obléknu get dressed
15	123	počítačový	computer
15	123	politika [f]	politics, policy
15	123	psaní [n]	writing
15	123	sedět	sit
15	123	skypování [n]	skyping
15	123	skypovat	skype
15	123	smazat*, smažu pf.	delete
15	123	snadno	easily
15	123	studium [n]	study
15	123	surfování [n]	surfing
15	123	technologie [f]	technology
15	123	vygooglit pf.	google up
15	123	vygooglovat pf.	google up
15	123	zábava [f]	fun
15	123	zařídit si pf.	get, arrange
15	123	závislý	addicted
15	123	zkusit pf.	try
15	123	živý	live
15	124	aplikace [f]	application
15	124	dveře only pl.	door
15	124	flashka coll., fleška coll. [f]	flashdisc
15	124	ikona [f]	icon
15	124	kopírovat	copy
15	124	laserový	laser
15	124	mazat*, mažu	delete
15	124	monitor [mi]	monitor
15	124	notebook [mi]	laptop
15	124	okopírovat pf.	copy
15	124	otevírat	open
15	124	otvírat	open
15	124	programovat	program
15	124	řádek [mi]	line
15	124	software [mi]	software
15	124	soubor [mi]	file
15	124	stáhnout*, stáhnu pf.	download
15	124	stahovat	download
15	124	tiskárna [f]	printer
15	124	tisknout*, tisknu	print
15	124	ukládat	save
15	124	uložit pf.	save
15	124	vymazat*, vymažu pf.	deletevytisknout*, vytisknu print
15	124	zavírat	close
15	125	bát se, bojím se	be afraid
15	125	čtečka [f]	e-reader
15	125	hodinky only pl.	watch
15	125	hračka [f]	toy
15	125	hrůza [f]	horror
15	125	kadeřník, kadeřnice [ma]	hairdresser
15	125	parfém [mi]	perfume, cologne
15	125	pěkně	nicely
15	125	přece	yet, after all
15	125	přidat pf.	add
15	125	radit	advise
15	125	sluchátko [n]	handset, headphone
15	125	zážitek [mi]	experience
15	126	hrnek [mi]	mug
15	126	omluvit se pf.	apologize
15	126	porozumět pf.	understand
15	126	přehrávač [mi]	player
15	126	vysvětlovat	explain
15	127	demonstrant, demonstrantka	protester
15	127	dodělat pf.	finish
15	127	holič, holička [ma]	barber, hairdresser
15	127	kvůli	because of
15	127	naproti	opposite
15	127	nikam	nowhere
15	127	proti	against
15	127	přesný	exact
15	127	vláda [f]	government
15	127	zkouška [f]	exam
16	129	devatenáctý	nineteenth
16	129	halenka [f]	blouse
16	129	kabát [mi]	coat
16	129	kalhoty only pl.	pants
16	129	klobouk [mi]	hat
16	129	košile [f]	shirt
16	129	kraťasy coll., only pl.	shorts
16	129	kravata [f]	tie
16	129	móda [f]	fashion
16	129	padesátý	fiftieth
16	129	sako [n]	jacket
16	129	sedmdesátý	seventieth
16	129	snášet	tolerate
16	129	století [n]	century
16	129	sukně [f]	skirt
16	129	šortky only pl.	shorts
16	129	top	top
16	129	tričko, triko [n]	t-shirt
16	130	filozofie [f]	philosophy
16	130	jednání [n]	negotiations
16	130	klient, klientka [ma]	client
16	130	kostkovaný	checkered
16	130	mikina [f]	sweatshirt
16	130	oblek [mi]	suit
16	130	pohovor [mi]	interview
16	130	pruhovaný	striped
16	130	secondhand [mi]	secondhand
16	130	sluneční	sun
16	130	teenager [ma]	teenager
16	130	teniska [f]	sneaker
16	130	vyjadřovat	express
16	131	běžný	ordinary
16	131	bloger, blogerka [ma]	blogger
16	131	časopis [mi]	magazine
16	131	Československo [n]	Czechoslovakia
16	131	demokracie [f]	democracy
16	131	diktovat	dictate
16	131	dovážet	import
16	131	džínový	denim
16	131	džíny only pl.	jeans
16	131	emigrovat	emigrate
16	131	farmář, farmářka [ma]	farmer
16	131	fenomén [mi]	phenomenon
16	131	hrubý	coarse
16	131	jednoduchý	simple
16	131	kapitalismus [mi]	capitalism
16	131	komunista, komunistka [ma]	communist
16	131	komunistický	communist
16	131	konečný	final
16	131	kritizovat	criticize
16	131	látka [f]	fabric
16	131	leginy only pl.	leggings
16	131	menšina [f]	minority
16	131	miliarda [f]	billion
16	131	množství [n]	quantity, amount
16	131	módní	fashion
16	131	mustang [ma]	mustang
16	131	návrhář, návrhářka [ma]	designer
16	131	názor [mi]	opinion
16	131	obchodník, obchodnice [ma]	trader
16	131	originální	original
16	131	osmnáctý	eighteenth
16	131	pokud	if
16	131	populární	popular
16	131	proslavit pf.	make famous
16	131	prý	allegedly
16	131	příčina [f]	cause
16	131	rebel, rebelka [ma]	rebel
16	131	socialismus [mi]	socialism
16	131	socialistický	socialist
16	131	sportovní	sport
16	131	stylový	stylish
16	131	symbol [mi]	symbol
16	131	šestnáct	sixteen
16	131	široký	wide
16	131	telenovela [f]	soap opera
16	131	uniforma [f]	uniform
16	131	úzký	narrow
16	131	úžasný	amazing
16	131	varianta [f]	option
16	131	vzpomínat	remember
16	131	zlatokop, zlatokopka [ma]	gold digger
16	131	zvláštní	special
16	131	židovský	Jewish
16	132	emko coll. [n]	(size) M
16	132	nakupování [n]	shopping
16	132	slušet	suit
16	132	velikost [f]	size
16	132	zdát se	seem
16	132	zkoušet	try
16	133	akorát	just right
16	133	arogantní	arrogant
16	133	chybět	be missing
16	133	Plzeň [f]	1. Pilsen 2. Pilsner beer
16	133	slaný	salty
16	134	copak	don‘t (you) …?
16	134	konečně	finally
16	134	zlobit	1. be naughty 2. not work properly
16	135	psychologie [f]	psychology
16	135	režisér, režisérka [ma]	director
16	135	rozmazlený	spoiled
16	135	trénovat	train
17	137	dít* se, děje se	happen
17	137	kolikrát	how many times
17	137	krabice [f]	box
17	137	řemeslník [ma]	craftsman
17	137	stěhování [n]	moving
17	137	stěhovat	move
17	137	zmatek [mi]	confusion
17	138	psací	writing
17	138	stěna [f]	wall
17	139	hodiny only pl.	clock
17	139	komoda [f]	chest of drawers
17	139	stolek [mi]	table
17	139	stolička [f]	stool
17	139	šup	here we go
17	140	elektrikář [ma]	electrician
17	140	hodinový	hourly
17	140	instalatér [ma]	plumber
17	140	instalovat pf.+impf.	install
17	140	malíř, malířka [ma]	painter
17	140	měnit	change
17	140	míra (na míru) [f]	measurement (fitted)
17	140	pneumatika [f]	tire
17	140	stavět	build
17	140	stěhovák [ma]	mover
17	140	světlo [n]	light
17	140	svítit	shine
17	140	šít*, šiju	sew
17	140	švadlena [f]	seamstressleaking
17	140	topenář [ma]	heating engineer
17	140	topit	heat
17	140	truhlář [ma]	carpenter
17	140	umyvadlo [n]	wash basin
17	140	zámečník [ma]	locksmith
17	140	zeď [f]	wall
17	140	zedník [ma]	mason
17	141	čistírna [f]	dry cleaning
17	141	novinka [f]	news
17	141	starat se	take care
17	141	určitý	certain
17	141	změnit pf.	change
17	142	adaptovat pf.+impf.	adapt
17	142	drobný	small
17	142	folkový	folk
17	142	komplikovaný	complicated
17	142	koníček dimin. [ma]	1. horse 2. hobby
17	142	kutil [ma]	handyman
17	142	marketingový	marketing
17	142	natřít*, natřu pf.	paint
17	142	odmítat	refuse
17	142	okolí [n]	around
17	142	pauza [f]	pause
17	142	pojistka [f]	fuse
17	142	posekat pf.	mow
17	142	postavit pf.	build
17	142	potřeba [f]	need
17	142	potřebný	necessary
17	142	prostitut, prostitutka [ma]	prostitute
17	142	přivézt*, přivezu pf.	bring
17	142	pyšný	proud
17	142	rezolutně	resolutely
17	142	rybaření [n]	fishing
17	142	skutečný	real
17	142	tráva [f]	grass
17	142	trvat	take
17	142	účtovat	1. charge 2. keep accounts
17	142	věrný	faithful
17	142	vyměnit pf.	replace
17	142	vyrobit pf.	produce, make
17	142	vzácný	rare
17	142	zájem [mi]	interest
17	142	zkrátit pf.	shortenzvyknout* si, zvyknu si pf.get used
17	142	žádat	ask
17	143	autoservis [mi]	car service
17	143	barvit	dye
17	143	benzín [mi]	petrol
17	143	benzínový	petrol
17	143	fit	fit
17	143	kadeřnictví [n]	hair salon
17	143	lehký	light
17	143	masáž [f]	massage
17	143	nafta [f]	diesel
17	143	namasírovat pf.	massage
17	143	opravna [f]	repair shop
17	143	ostříhat pf.	hair cut
17	143	pedikúra [f]	pedicure
17	143	plno	full
17	143	pracovník, pracovnice [ma]	worker
17	143	předem	in advance
17	143	pumpa [f]	pump
